Id,Category
2997,5
2998,9
2999,8
3000,2
3001,8
3002,1
3003,5
3004,5
3005,4
3006,10
3007,5
3008,0
3009,10
3010,0
3011,9
3012,6
3013,9
3014,6
3015,1
3016,3
3017,3
3018,5
3019,5
3020,7
3021,2
3022,5
3023,1
3024,0
3025,4
3026,6
3027,2
3028,10
3029,6
3030,5
3031,6
3032,9
3033,5
3034,3
3035,0
3036,1
3037,5
3038,10
3039,5
3040,0
3041,9
3042,10
3043,1
3044,1
3045,3
3046,0
3047,1
3048,5
3049,5
3050,1
3051,0
3052,2
3053,10
3054,5
3055,1
3056,8
3057,9
3058,3
3059,10
3060,8
3061,0
3062,10
3063,9
3064,4
3065,1
3066,7
3067,5
3068,10
3069,5
3070,3
3071,8
3072,3
3073,0
3074,9
3075,3
3076,4
3077,3
3078,3
3079,5
3080,1
3081,10
3082,5
3083,1
3084,9
3085,10
3086,5
3087,2
3088,6
3089,3
3090,9
3091,4
3092,9
3093,5
3094,7
3095,3
3096,4
3097,5
3098,6
3099,5
3100,0
3101,9
3102,5
3103,8
3104,1
3105,0
3106,3
3107,4
3108,8
3109,9
3110,8
3111,8
3112,5
3113,2
3114,9
3115,9
3116,1
3117,5
3118,6
3119,8
3120,2
3121,5
3122,5
3123,2
3124,8
3125,9
3126,2
3127,5
3128,7
3129,5
3130,7
3131,5
3132,4
3133,7
3134,5
3135,9
3136,6
3137,5
3138,2
3139,5
3140,5
3141,6
3142,9
3143,9
3144,10
3145,8
3146,1
3147,10
3148,2
3149,0
3150,5
3151,5
3152,5
3153,2
3154,9
3155,9
3156,4
3157,0
3158,4
3159,9
3160,8
3161,1
3162,5
3163,10
3164,4
3165,0
3166,9
3167,9
3168,2
3169,4
3170,10
3171,4
3172,4
3173,3
3174,2
3175,7
3176,10
3177,4
3178,3
3179,3
3180,5
3181,8
3182,9
3183,8
3184,1
3185,1
3186,9
3187,8
3188,5
3189,6
3190,6
3191,3
3192,9
3193,1
3194,2
3195,1
3196,10
3197,8
3198,2
3199,3
3200,10
3201,3
3202,10
3203,9
3204,6
3205,10
3206,5
3207,6
3208,2
3209,5
3210,4
3211,1
3212,9
3213,1
3214,5
3215,9
3216,1
3217,8
3218,9
3219,9
3220,9
3221,9
3222,3
3223,2
3224,1
3225,4
3226,9
3227,5
3228,9
3229,6
3230,9
3231,1
3232,10
3233,2
3234,7
3235,5
3236,2
3237,2
3238,5
3239,0
3240,9
3241,10
3242,7
3243,1
3244,7
3245,6
3246,8
3247,3
3248,9
3249,7
3250,10
3251,5
3252,1
3253,8
3254,5
3255,5
3256,4
3257,4
3258,5
3259,3
3260,9
3261,5
3262,3
3263,6
3264,5
3265,6
3266,3
3267,8
3268,0
3269,6
3270,5
3271,4
3272,9
3273,10
3274,4
3275,0
3276,5
3277,2
3278,1
3279,9
3280,6
3281,10
3282,9
3283,1
3284,9
3285,8
3286,7
3287,1
3288,2
3289,1
3290,7
3291,9
3292,5
3293,2
3294,10
3295,6
3296,5
3297,10
3298,9
3299,7
3300,5
3301,9
3302,2
3303,0
3304,8
3305,2
3306,9
3307,3
3308,8
3309,9
3310,1
3311,2
3312,9
3313,2
3314,5
3315,4
3316,3
3317,10
3318,2
3319,1
3320,1
3321,4
3322,8
3323,5
3324,2
3325,2
3326,5
3327,5
3328,8
3329,4
3330,8
3331,9
3332,10
3333,8
3334,4
3335,5
3336,9
3337,10
3338,1
3339,5
3340,7
3341,4
3342,2
3343,8
3344,5
3345,0
3346,9
